org,dst,CO2,NOx,CO,HC
HSN,SWA,0.0006,0.0025,0.00087,7.45E-05
ZUH,HRB,0.0006,0.0025,0.00046,4.00E-05
SZX,XIC,0.0006,0.0020,0.00093,3.04E-05
TSN,NDG,0.0006,0.0028,0.00073,7.22E-05
TAO,WUX,0.0006,0.0031,0.00073,7.78E-05
YIW,SHE,0.0006,0.0027,0.00044,3.92E-05
XIY,NTG,0.0006,0.0027,0.00065,6.23E-05
HGH,ZYI,0.0006,0.0025,0.00070,6.24E-05
SHA,KHN,0.0006,0.0027,0.00085,8.47E-05
CTU,ZUH,0.0006,0.0030,0.00059,5.83E-05
CSX,LYI,0.0006,0.0030,0.00043,4.19E-05
PVG,CIF,0.0006,0.0025,0.00077,6.51E-05
PVG,ZQZ,0.0006,0.0025,0.00081,7.31E-05
URC,YIH,0.0006,0.0026,0.00075,7.07E-05
JNG,NNG,0.0006,0.0025,0.00078,7.23E-05
CSX,LXA,0.0006,0.0019,0.00089,2.51E-05
CKG,JNG,0.0006,0.0030,0.00060,6.09E-05
SHA,FUO,0.0006,0.0027,0.00045,4.00E-05
LZO,NKG,0.0006,0.0027,0.00066,6.32E-05
CAN,WXN,0.0006,0.0032,0.00056,5.90E-05
NNG,JHG,0.0006,0.0027,0.00052,4.75E-05
KHG,CAN,0.0006,0.0026,0.00023,1.46E-05
PVG,LFQ,0.0006,0.0025,0.00074,6.39E-05
PKX,SHS,0.0006,0.0026,0.00047,4.16E-05
TSN,XNN,0.0006,0.0025,0.00040,3.27E-05
PVG,FUO,0.0006,0.0026,0.00045,4.00E-05
DLU,KHN,0.0006,0.0026,0.00059,4.70E-05
MIG,SJW,0.0006,0.0028,0.00055,5.29E-05
CAN,JNG,0.0006,0.0026,0.00073,6.99E-05
HRB,HZA,0.0006,0.0027,0.00071,6.72E-05
FUO,HYN,0.0006,0.0029,0.00041,3.93E-05
NKG,KOW,0.0006,0.0026,0.00062,5.77E-05
WUH,DAT,0.0006,0.0026,0.00076,7.35E-05
HET,XUZ,0.0006,0.0027,0.00045,4.09E-05
WUH,ACX,0.0006,0.0031,0.00052,5.39E-05
LUM,PVG,0.0006,0.0027,0.00042,4.13E-05
CZX,CTU,0.0006,0.0027,0.00069,6.57E-05
ZUH,KWE,0.0006,0.0028,0.00048,4.48E-05
LZH,HGH,0.0006,0.0028,0.00046,4.45E-05
YNT,DYG,0.0006,0.0024,0.00079,7.11E-05
ZYI,WNZ,0.0006,0.0029,0.00043,4.27E-05
LYA,SHE,0.0006,0.0026,0.00070,6.59E-05
WXN,SZX,0.0006,0.0026,0.00046,4.12E-05
CAN,JJN,0.0006,0.0026,0.00083,7.04E-05
SZX,JUH,0.0006,0.0027,0.00059,5.33E-05
PEK,JJN,0.0006,0.0025,0.00074,6.80E-05
MIG,WNZ,0.0006,0.0029,0.00036,3.50E-05
PVG,WDS,0.0006,0.0024,0.00073,6.51E-05
HYN,XIY,0.0006,0.0019,0.00089,2.77E-05
PEK,YIW,0.0006,0.0033,0.00047,4.94E-05
TFU,DZH,0.0006,0.0023,0.00121,9.89E-05
CGQ,INC,0.0006,0.0025,0.00077,7.34E-05
HGH,UYN,0.0006,0.0023,0.00084,6.09E-05
HIA,CAN,0.0006,0.0022,0.00089,6.78E-05
YNT,XMN,0.0006,0.0024,0.00063,5.47E-05
PEK,LUM,0.0006,0.0024,0.00049,4.15E-05
TYN,NNG,0.0006,0.0024,0.00081,7.53E-05
TXN,PEK,0.0006,0.0027,0.00049,4.81E-05
CGO,BHY,0.0006,0.0028,0.00060,5.88E-05
SJW,DLC,0.0006,0.0030,0.00074,7.89E-05
JHG,NNG,0.0006,0.0027,0.00048,4.52E-05
HUZ,ACX,0.0006,0.0027,0.00045,4.27E-05
KWL,NTG,0.0006,0.0027,0.00043,4.11E-05
KOW,TSN,0.0006,0.0025,0.00077,7.32E-05
MIG,PKX,0.0006,0.0027,0.00046,4.49E-05
CTU,CZX,0.0006,0.0030,0.00056,5.84E-05
NAO,PKX,0.0006,0.0032,0.00048,3.87E-05
CSX,BHY,0.0006,0.0027,0.00049,4.50E-05
LJG,CTU,0.0006,0.0025,0.00089,7.02E-05
XIY,TXN,0.0006,0.0026,0.00064,5.65E-05
DLU,CKG,0.0006,0.0028,0.00048,4.43E-05
HGH,KOW,0.0006,0.0025,0.00074,6.74E-05
PKX,HYN,0.0006,0.0026,0.00052,4.88E-05
TFU,DYG,0.0006,0.0031,0.00072,6.39E-05
PKX,NAO,0.0006,0.0032,0.00048,3.95E-05
CKG,BPX,0.0006,0.0019,0.00101,3.70E-05
CAN,HZA,0.0006,0.0025,0.00073,6.96E-05
BFJ,HGH,0.0006,0.0027,0.00065,6.45E-05
CSX,TLQ,0.0006,0.0024,0.00058,4.75E-05
WDS,PKX,0.0006,0.0029,0.00041,4.00E-05
WUH,YCU,0.0006,0.0027,0.00075,7.41E-05
XMN,WDS,0.0006,0.0026,0.00052,4.66E-05
SJW,LJG,0.0006,0.0019,0.00091,4.35E-05
XFN,SHE,0.0006,0.0025,0.00068,6.40E-05
HLD,SHE,0.0006,0.0023,0.00081,4.94E-05
NGB,TYN,0.0006,0.0024,0.00070,6.31E-05
HAK,WHA,0.0006,0.0026,0.00059,5.33E-05
NNY,PVG,0.0006,0.0026,0.00062,6.01E-05
LUM,CKG,0.0006,0.0028,0.00048,4.80E-05
CKG,LUM,0.0006,0.0025,0.00052,4.77E-05
RIZ,SHE,0.0006,0.0025,0.00079,7.74E-05
JIU,PEK,0.0006,0.0027,0.00040,3.67E-05
HYN,FUO,0.0006,0.0025,0.00045,4.07E-05
PEK,TXN,0.0006,0.0027,0.00051,5.02E-05
JNG,DSN,0.0006,0.0025,0.00046,4.14E-05
YNZ,CGQ,0.0006,0.0023,0.00076,7.04E-05
FUO,SHA,0.0006,0.0028,0.00043,4.21E-05
NNG,YTY,0.0006,0.0025,0.00063,5.86E-05
WUX,KWL,0.0006,0.0022,0.00063,1.27E-05
SHE,BAV,0.0006,0.0024,0.00074,7.02E-05
TNA,HLD,0.0006,0.0023,0.00071,6.36E-05
TAO,CGO,0.0006,0.0023,0.00082,6.46E-05
DDG,PVG,0.0006,0.0029,0.00060,6.03E-05
HAK,HET,0.0006,0.0024,0.00043,3.82E-05
CTU,HDG,0.0006,0.0024,0.00066,4.48E-05
WHA,HAK,0.0006,0.0024,0.00066,6.04E-05
JNZ,WUH,0.0006,0.0022,0.00064,5.46E-05
NNG,TSN,0.0006,0.0025,0.00045,4.17E-05
YIH,WNZ,0.0006,0.0027,0.00043,3.94E-05
XUZ,HET,0.0006,0.0024,0.00050,4.50E-05
JIU,HAK,0.0006,0.0025,0.00046,4.19E-05
FUG,HAK,0.0006,0.0024,0.00067,6.12E-05
UYN,PVG,0.0006,0.0024,0.00071,6.65E-05
HSN,WUH,0.0006,0.0024,0.00075,7.02E-05
PKX,WDS,0.0006,0.0026,0.00042,3.77E-05
JGS,XIY,0.0006,0.0025,0.00065,5.94E-05
SZX,CGD,0.0006,0.0030,0.00055,4.99E-05
HRB,KOW,0.0006,0.0024,0.00040,3.40E-05
PEK,YIC,0.0006,0.0022,0.00088,8.46E-05
JUZ,PEK,0.0006,0.0024,0.00051,4.69E-05
DSN,JNG,0.0006,0.0026,0.00043,3.99E-05
LYG,XMN,0.0006,0.0023,0.00078,6.62E-05
WUH,YBP,0.0006,0.0024,0.00064,5.64E-05
KMG,CGQ,0.0006,0.0025,0.00055,5.00E-05
PEK,JUZ,0.0006,0.0026,0.00045,4.19E-05
RIZ,SZX,0.0006,0.0023,0.00070,6.38E-05
KWE,XNN,0.0006,0.0025,0.00052,4.85E-05
XMN,XFN,0.0006,0.0026,0.00041,3.70E-05
LZO,PVG,0.0006,0.0024,0.00070,6.75E-05
PVG,WXN,0.0006,0.0023,0.00079,7.35E-05
KOW,HRB,0.0006,0.0025,0.00042,3.81E-05
PKX,JMU,0.0006,0.0025,0.00049,4.72E-05
WNZ,FUO,0.0006,0.0025,0.00038,3.33E-05
HLD,TNA,0.0006,0.0022,0.00070,6.25E-05
XIY,HYN,0.0006,0.0019,0.00071,2.20E-05
PKX,ACX,0.0006,0.0025,0.00049,4.82E-05
YNJ,YNT,0.0006,0.0023,0.00077,7.01E-05
KMG,MIG,0.0006,0.0026,0.00061,5.85E-05
SJW,SHE,0.0006,0.0023,0.00073,5.40E-05
WUT,PVG,0.0006,0.0024,0.00063,5.97E-05
URC,LZO,0.0005,0.0023,0.00067,5.73E-05
BAV,NGB,0.0005,0.0024,0.00063,5.75E-05
TFU,LZH,0.0005,0.0024,0.00075,5.73E-05
HRB,OHE,0.0005,0.0022,0.00094,8.20E-05
DLC,CZX,0.0005,0.0027,0.00069,7.15E-05
HFE,JHG,0.0005,0.0022,0.00067,5.30E-05
SWA,NNG,0.0005,0.0026,0.00045,4.27E-05
HAK,FUG,0.0005,0.0024,0.00064,5.99E-05
LHW,CTU,0.0005,0.0023,0.00084,7.09E-05
YNT,KWL,0.0005,0.0023,0.00073,6.61E-05
JSJ,DLC,0.0005,0.0025,0.00041,3.76E-05
ZHA,NKG,0.0005,0.0021,0.00067,3.29E-05
JHG,HFE,0.0005,0.0025,0.00054,4.78E-05
LJG,XMN,0.0005,0.0020,0.00081,4.78E-05
WUH,DSN,0.0005,0.0032,0.00050,5.55E-05
YIW,CGQ,0.0005,0.0024,0.00044,3.96E-05
XUZ,JJN,0.0005,0.0023,0.00077,7.44E-05
PKX,SQD,0.0005,0.0026,0.00042,3.96E-05
ZUH,ACX,0.0005,0.0032,0.00051,5.64E-05
HMI,TFU,0.0005,0.0021,0.00066,2.70E-05
YCU,CKG,0.0005,0.0028,0.00050,5.17E-05
CKG,TXN,0.0005,0.0025,0.00057,5.31E-05
JJN,TAO,0.0005,0.0025,0.00043,4.00E-05
PEK,WMT,0.0005,0.0025,0.00047,4.48E-05
CAN,WHA,0.0005,0.0026,0.00053,5.08E-05
UYN,NKG,0.0005,0.0023,0.00062,4.76E-05
YCU,NKG,0.0005,0.0026,0.00055,5.29E-05
LYG,HRB,0.0005,0.0023,0.00051,4.71E-05
HZA,TFU,0.0005,0.0022,0.00068,6.08E-05
CZX,XMN,0.0005,0.0024,0.00078,7.44E-05
BPX,CKG,0.0005,0.0019,0.00081,3.08E-05
ZUH,WMT,0.0005,0.0026,0.00041,3.77E-05
HGH,LFQ,0.0005,0.0023,0.00070,6.37E-05
YBP,CGO,0.0005,0.0030,0.00044,4.81E-05
CGO,CIF,0.0005,0.0024,0.00044,3.72E-05
YKH,PVG,0.0005,0.0024,0.00062,3.25E-05
DLU,NKG,0.0005,0.0027,0.00035,3.55E-05
SZX,ENH,0.0005,0.0025,0.00063,6.09E-05
YCU,HRB,0.0005,0.0023,0.00066,6.10E-05
JUZ,TFU,0.0005,0.0021,0.00071,3.80E-05
DLC,JSJ,0.0005,0.0024,0.00043,3.91E-05
CSX,HIA,0.0005,0.0027,0.00039,3.62E-05
YTY,XIY,0.0005,0.0022,0.00070,6.43E-05
HGH,GYS,0.0005,0.0018,0.00082,2.81E-05
YCU,SHE,0.0005,0.0024,0.00045,4.26E-05
HRB,ZUH,0.0005,0.0022,0.00042,3.56E-05
LJG,KWE,0.0005,0.0028,0.00068,6.91E-05
PKX,ENH,0.0005,0.0023,0.00066,6.10E-05
DLC,NTG,0.0005,0.0025,0.00047,4.46E-05
WUS,TFU,0.0005,0.0020,0.00079,4.36E-05
CSX,WEF,0.0005,0.0025,0.00058,5.51E-05
DAT,TFU,0.0005,0.0022,0.00063,5.65E-05
HFE,YNT,0.0005,0.0026,0.00058,5.89E-05
XMN,LZH,0.0005,0.0025,0.00047,4.45E-05
CSX,YCU,0.0005,0.0025,0.00042,3.86E-05
HSN,TNA,0.0005,0.0024,0.00047,4.25E-05
CGQ,WHA,0.0005,0.0022,0.00049,4.36E-05
JNG,CAN,0.0005,0.0022,0.00072,6.68E-05
FUG,FUO,0.0005,0.0023,0.00045,4.07E-05
CSX,LYG,0.0005,0.0026,0.00039,3.66E-05
PEK,JGS,0.0005,0.0022,0.00046,4.02E-05
XIY,LYI,0.0005,0.0024,0.00064,6.24E-05
SHA,LYA,0.0005,0.0024,0.00060,5.74E-05
NKG,UYN,0.0005,0.0021,0.00073,5.41E-05
CKG,BHY,0.0005,0.0024,0.00065,6.16E-05
CGO,TCG,0.0005,0.0022,0.00051,4.09E-05
KHN,WMT,0.0005,0.0030,0.00050,5.45E-05
LHW,ZUH,0.0005,0.0022,0.00066,5.96E-05
HRB,JGD,0.0005,0.0020,0.00115,0.000100285
PEK,FUG,0.0005,0.0024,0.00042,3.89E-05
YYA,KMG,0.0005,0.0023,0.00063,5.52E-05
XMN,DLC,0.0005,0.0024,0.00060,5.65E-05
ZUH,YNZ,0.0005,0.0025,0.00057,5.44E-05
PVG,BPL,0.0005,0.0019,0.00065,5.04E-05
HZA,CAN,0.0005,0.0021,0.00071,6.54E-05
TSN,HYN,0.0005,0.0024,0.00070,6.91E-05
CZX,PEK,0.0005,0.0027,0.00043,4.01E-05
WUH,UYN,0.0005,0.0024,0.00068,6.52E-05
XMN,MIG,0.0005,0.0024,0.00040,3.57E-05
TXN,SZX,0.0005,0.0027,0.00044,4.03E-05
CZX,CGQ,0.0005,0.0023,0.00064,5.96E-05
DLC,YNJ,0.0005,0.0026,0.00064,6.54E-05
XNN,TSN,0.0005,0.0024,0.00046,4.45E-05
PVG,CIH,0.0005,0.0022,0.00067,5.48E-05
KHN,PVG,0.0005,0.0026,0.00064,6.59E-05
CAN,YNZ,0.0005,0.0023,0.00063,5.01E-05
XMN,WMT,0.0005,0.0024,0.00043,3.98E-05
JNG,SZX,0.0005,0.0022,0.00062,5.25E-05
CTU,FUG,0.0005,0.0020,0.00062,2.18E-05
NKG,CIF,0.0005,0.0023,0.00065,6.05E-05
PVG,HNY,0.0005,0.0022,0.00066,6.14E-05
WUH,DOY,0.0005,0.0024,0.00061,5.79E-05
HET,WUA,0.0005,0.0021,0.00083,6.55E-05
WXN,CAN,0.0005,0.0028,0.00048,4.95E-05
TAO,HSN,0.0005,0.0026,0.00057,5.56E-05
NKG,ZHA,0.0005,0.0018,0.00079,3.90E-05
CIF,CGO,0.0005,0.0022,0.00048,3.93E-05
NTG,ZUH,0.0005,0.0023,0.00069,6.69E-05
KOW,TNA,0.0005,0.0024,0.00062,5.95E-05
DLC,YIC,0.0005,0.0022,0.00070,6.54E-05
SQD,PKX,0.0005,0.0024,0.00041,3.82E-05
HUZ,CGO,0.0005,0.0024,0.00051,4.75E-05
PKX,MIG,0.0005,0.0024,0.00046,4.48E-05
XNN,KWE,0.0005,0.0024,0.00046,4.32E-05
CKG,XUZ,0.0005,0.0024,0.00065,6.40E-05
LFQ,PVG,0.0005,0.0023,0.00068,6.51E-05
DLC,KHN,0.0005,0.0022,0.00042,3.69E-05
GYS,HGH,0.0005,0.0019,0.00064,2.47E-05
KWL,YNT,0.0005,0.0023,0.00063,5.90E-05
KMG,HNY,0.0005,0.0024,0.00060,5.80E-05
SHE,LLV,0.0005,0.0022,0.00064,5.88E-05
WUH,YNZ,0.0005,0.0022,0.00074,6.49E-05
BAR,WUH,0.0005,0.0022,0.00065,6.06E-05
JNG,XMN,0.0005,0.0023,0.00044,4.08E-05
CIF,PVG,0.0005,0.0022,0.00069,6.33E-05
CGQ,YNZ,0.0005,0.0021,0.00079,7.62E-05
SHA,XFN,0.0005,0.0025,0.00055,2.70E-05
SZX,UYN,0.0005,0.0023,0.00041,3.74E-05
TXN,CKG,0.0005,0.0022,0.00064,5.83E-05
BHY,CGO,0.0005,0.0025,0.00051,5.03E-05
TFU,TCZ,0.0005,0.0024,0.00045,4.29E-05
WUX,HAK,0.0005,0.0023,0.00041,3.64E-05
TYN,NGB,0.0005,0.0023,0.00063,6.06E-05
WDS,PEK,0.0005,0.0019,0.00067,2.50E-05
DOY,WNZ,0.0005,0.0023,0.00043,4.11E-05
PEK,JDZ,0.0005,0.0024,0.00047,4.53E-05
BAV,CSX,0.0005,0.0020,0.00076,5.67E-05
GYS,PEK,0.0005,0.0025,0.00042,4.10E-05
WHA,KMG,0.0005,0.0021,0.00049,4.21E-05
KHG,WUH,0.0005,0.0021,0.00031,2.41E-05
LZO,SHA,0.0005,0.0023,0.00043,4.19E-05
XIY,YTY,0.0005,0.0023,0.00062,5.95E-05
UYN,HGH,0.0005,0.0021,0.00068,5.12E-05
JUZ,PKX,0.0005,0.0023,0.00049,4.61E-05
FOC,HIA,0.0005,0.0024,0.00045,4.14E-05
NTG,DLC,0.0005,0.0024,0.00043,3.98E-05
ZAT,KMG,0.0005,0.0026,0.00060,6.00E-05
KWE,INC,0.0005,0.0024,0.00044,4.33E-05
JMU,PKX,0.0005,0.0023,0.00048,4.57E-05
HDG,CKG,0.0005,0.0021,0.00064,5.79E-05
CGD,SZX,0.0005,0.0026,0.00050,4.50E-05
WUX,SHF,0.0005,0.0020,0.00058,4.56E-05
NAO,PVG,0.0005,0.0017,0.00076,2.78E-05
XUZ,CKG,0.0005,0.0020,0.00072,6.63E-05
YLX,PEK,0.0005,0.0022,0.00041,3.84E-05
WNZ,LHW,0.0005,0.0021,0.00064,5.60E-05
LNJ,KMG,0.0005,0.0023,0.00061,5.76E-05
ZYI,HGH,0.0005,0.0024,0.00060,6.04E-05
ZUH,XFN,0.0005,0.0023,0.00062,5.93E-05
CIF,HRB,0.0005,0.0024,0.00071,7.34E-05
AQG,KMG,0.0005,0.0020,0.00068,5.66E-05
DYG,NKG,0.0005,0.0025,0.00057,5.61E-05
XIC,PVG,0.0005,0.0019,0.00068,3.45E-05
XIY,JIU,0.0005,0.0022,0.00063,5.89E-05
CGQ,CZX,0.0005,0.0020,0.00074,6.80E-05
LYA,DLC,0.0005,0.0025,0.00036,3.39E-05
HYN,TSN,0.0005,0.0021,0.00076,7.21E-05
LXA,CSX,0.0005,0.0018,0.00063,1.95E-05
XUZ,ZUH,0.0005,0.0020,0.00070,6.46E-05
NNG,TYN,0.0005,0.0022,0.00065,6.28E-05
CSX,BPL,0.0005,0.0021,0.00050,4.04E-05
WDS,SZX,0.0005,0.0021,0.00064,6.09E-05
SZX,HYN,0.0005,0.0022,0.00059,3.89E-05
WDS,SJW,0.0005,0.0024,0.00039,3.64E-05
TAO,JXA,0.0005,0.0021,0.00071,6.85E-05
TSN,HIA,0.0005,0.0022,0.00036,3.07E-05
HZA,HRB,0.0005,0.0023,0.00057,5.50E-05
WHA,FUO,0.0005,0.0022,0.00038,3.27E-05
DLU,SZX,0.0005,0.0022,0.00064,6.08E-05
HNY,PVG,0.0005,0.0024,0.00061,6.28E-05
WUX,YBP,0.0005,0.0017,0.00073,2.99E-05
KMG,XFN,0.0005,0.0024,0.00039,3.65E-05
PKX,JUZ,0.0005,0.0023,0.00039,3.60E-05
NKG,DLU,0.0005,0.0021,0.00040,3.46E-05
HRB,DAT,0.0005,0.0022,0.00063,6.08E-05
HUZ,KWE,0.0005,0.0022,0.00060,5.45E-05
DAT,WNZ,0.0005,0.0021,0.00057,5.09E-05
ZUH,NTG,0.0005,0.0023,0.00061,6.01E-05
TYN,WMT,0.0005,0.0029,0.00044,5.05E-05
CIF,HGH,0.0005,0.0022,0.00064,6.18E-05
DSN,CGO,0.0005,0.0022,0.00046,4.17E-05
YNT,MDG,0.0005,0.0022,0.00064,6.10E-05
FOC,NTG,0.0005,0.0024,0.00041,3.93E-05
SZX,SQD,0.0005,0.0025,0.00037,3.54E-05
YBP,CAN,0.0005,0.0021,0.00061,5.26E-05
